Shit,Brand,Model,Version,Year,GOOD,BETTER,Column
,SUBARU ,Fiori ,NA,1989-92 ,40B19R ,NS40 ,
,SUBARU ,Forester ,NA,1997-98 ,40B19L ,NS40L ,
,SUBARU ,Forester ,NA,1999- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,Forester S 4 Cyl Turbo ,NA,02/2011- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,Forester 2.0D Diesel ,NA,07/2010- ,85D26L ,N53 ,
,SUBARU ,Liberty Heritage ,NA,11/1990-08/2003 ,40B19L ,NS40L ,
,SUBARU ,Heritage ,NA,2000,40B19L ,NS40L ,
,SUBARU ,Impreza 2Lt Turbo ,NA,2004-06 ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,Impreza ,NA,1993-98 ,40B19L ,NS40L ,
,SUBARU ,Impreza 2.5Lt ,NA,2000-06 ,40B19L ,NS40L ,
,SUBARU ,Leone ,NA,1983-95 ,40B19L ,NS40L ,
,SUBARU ,Liberty ,NA,1983-95 ,40B19L ,NS40L ,
,SUBARU ,Liberty 2.0 / 2.5 ,NA,1995- ,40B19L ,NS40L ,
,SUBARU ,Liberty 3.0 ,NA,08/2004- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,Liberty B4 ,NA,08/2001-08/2003 ,40B19L ,NS40L ,
,SUBARU ,Liberty B4 Turbo ,NA,08/2001-08/2003 ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,Outback 2.0D ,NA,10/2009- ,85D26R ,N52 ,
,SUBARU ,Outback 2.5 ,NA,1997- ,55B24L ,NS60L ,
,SUBARU ,Outback 3.0 ,NA,08/2000- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,Sherpa ,NA,1983-89 ,,12N24-4MF ,
,SUBARU ,Sportswagon ,NA,1997-98 ,40B19L ,NS40L ,
,SUBARU ,SVX ,NA,1992-95 ,CMF65AL or 22F-520 ,N51 ,
,SUBARU ,Tribeca ,NA,11/2006- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,Vortex ,NA,1986-89 ,40B19R ,NS40 ,
,SUBARU ,WRX ,NA,1997-11/2002 ,55B24L ,NS60L ,
,SUBARU ,WRX ,NA,12/2002- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,WRX Sti ,NA,02/1999- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUBARU ,SOME MODELS (STOP START) ,NA,2010- ,,EFB ONLY ,
,SUZUKI ,993CC ,NA,1999,40B19L ,NS40L ,
,SUZUKI ,L50 / LJ80 / LJ81 ,NA,07/1974-12/1981 ,40B19R ,NS40 ,
,SUZUKI ,Alto ,NA,03/1996-04/1999 ,42B19LDF ,NS40ZAL ,
,SUZUKI ,Baleno (Wagon & GTX) ,NA,04/1995-11/2001 ,40B19L ,NS40L ,
,SUZUKI ,Baleno X90 ,NA,1995-96 ,40B19L ,NS40L ,
,SUZUKI ,Carry ,NA,2001- ,40B19L ,NS40L ,
,SUZUKI ,Carry Van ,NA,1971-96 ,40B19R ,NS40 ,
,SUZUKI ,Cino 3 Dr ,NA,1998- ,40B19L ,NS40L ,
,SUZUKI ,Grand Vitara ,NA,1998-02/2005 ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUZUKI ,Grand Vitara ,NA,09/2005-07/2007 ,55B24L ,NS60L ,
,SUZUKI ,Grand Vitara ,NA,08/2007- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUZUKI ,Grand Vitara Diesel ,NA,01/2008- ,85D26L ,N53 ,
,SUZUKI ,Ignis ,NA,10/2000-02/2005 ,40B19L ,NS40L ,
,SUZUKI ,Jimny 3 Dr 4WD ,NA,10/1998- ,40B19R ,NS40 ,
,SUZUKI ,Kizashi ,NA,04/2010- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUZUKI ,Laina ,NA,10/2001- ,40B19L ,NS40L / NS60L ,
,SUZUKI ,Mighty Boy ,NA,1971-96 ,40B19R ,NS40 ,
,SUZUKI ,R+ Wagon ,NA,1997-98 ,40B19L ,NS40L ,
,SUZUKI ,Sierra ,NA,1986-93 ,40B19R ,NS40 ,
,SUZUKI ,Sierra SX / SJ80 ,NA,1986-93 ,40B19R ,NS40 ,
,SUZUKI ,Swift ,NA,01/1985-05/2000 ,40B19R ,NS40 ,
,SUZUKI ,Swift S 5 Dr Hatchback ,NA,02/2005- ,55B24R ,NS60 ,
,SUZUKI ,SX4 ,NA,08/2007- ,55B24R ,NS60 ,
,SUZUKI ,Vitara ,NA,1986-92 ,40B19R ,NS40 ,
,SUZUKI ,Vitara ,NA,1993-94 ,40B19R ,NS40 ,
,SUZUKI ,Vitara ,NA,1995-2000 ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUZUKI ,Vitara ,NA,2000- ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUZUKI ,Vitara Soft Top ,NA,1997,40B19L ,NS40L ,
,SUZUKI ,XL-7 ,NA,07/2001-12/2005 ,75D23L or 55D23L ,75D23L or 55D23L ,
,SUZUKI ,X90 Targa 2 Dr ,NA,1996- ,40B19L ,NS40L ,
,SUZUKI ,ALTO ,NA,2010,40B19R ,NS40 ,
,SUZUKI ,APV VAN ,NA,2010,55B24R ,NS60 ,
,TOYOTA ,100 Series Diesel ,NA,2000,105D31L ,N70ZZL ,
,TOYOTA ,100 Series Petrol ,NA,1998- ,85D26L ,N53 ,
,TOYOTA ,4 Runner 4 Cyl ,NA,1984-95 ,CMF65AR or 22FR-520 ,N50 ,
,TOYOTA ,4 Runner V6 ,NA,1974-95 ,75D23R or 55D23R ,75D23R or 55D23R / N52 ,
,TOYOTA ,Aristo (Grey Import) ,NA,01/1991-12/1997 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Ascent ,NA,2000- ,40B19L ,NS40L ,
,TOYOTA ,Aurion ,NA,10/2006- ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Avalon (4 models) ,NA,07/2000-12/2005 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Avante ,NA,1985-87 ,42B19LDF ,NS40ZAL ,
,TOYOTA ,Avensis ,NA,12/2001-10/2003 ,55B24LS ,NS60AL ,
,TOYOTA ,Avensis ,NA,11/2003- ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Bundera Diesel ,NA,1984-90 ,105D31R ,N70ZZ ,
,TOYOTA ,Bundera Petrol ,NA,1984-90 ,85D26R ,N52 ,
,TOYOTA ,Camry ,NA,1983-85 ,42B19LDF ,NS40ZAL ,
,TOYOTA ,Camry ,NA,1985-87 ,CMF65AL or 22F-520 ,N51 ,
,TOYOTA ,Camry 4 Cyl ,NA,05/1987-02/1993 ,42B19LDF ,NS40ZAL ,
,TOYOTA ,Camry VZV21 V6 ,NA,06/1988-02/1993 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Camry 4 & 6 Cyl ,NA,3/1993-08/2002 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Camry 4 & 6 Cyl ,NA,09/2002-2008 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Camry Hybrid ,NA,03/2010- ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Celica ,NA,1972-84 ,42B19LDF ,NS40ZAL ,
,TOYOTA ,Celica ,NA,1985-86 ,CMF65AL or 22F-520 ,N51 ,
,TOYOTA ,Celica ST 184 ,NA,1986-02/1994 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Celica ,NA,03/1994-11/1999 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Celica ,NA,11/1999-03/2006 ,55B24LS ,NS60AL ,
,TOYOTA ,Corolla ,NA,1964-11/1982 ,42B19LDF ,NS40ZAL ,
,TOYOTA ,Corolla ,NA,12/1982-11/1986 ,42B19LDF ,NS40ZAL ,
,TOYOTA ,Corolla ,NA,12/1986-11/1998 ,N43MF ,N43MF ,
,TOYOTA ,Corolla ,NA,12/1998-12/1999 ,40B19L ,NS40L ,
,TOYOTA ,Corolla ,NA,2000,40B19L ,NS40L ,
,TOYOTA ,Corolla ,NA,2000-01 ,40B19L ,NS40L ,
,TOYOTA ,Corolla ,NA,2002-01/2006 ,42B19LDF ,NS40ZAL ,
,TOYOTA ,Corolla ,NA,02/2006-07 ,55B24LS ,NS60AL ,
,TOYOTA ,Corolla Sportivo (Sth African Build) ,NA,05/2003-04/2006 ,N43MF ,N43MF ,
,TOYOTA ,Corona ,NA,1964-82 ,N43MF ,N43MF ,
,TOYOTA ,Corona ,NA,1983-87 ,42B19LDF ,NS40ZAL ,
,TOYOTA ,Cressida ,NA,1964-82 ,N43MF ,N43MF ,
,TOYOTA ,Cressida ,NA,1983-93 ,CMF65AL or 22F-520 ,N51 ,
,TOYOTA ,Cressida ,NA,1994- ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Crests (super customer) ,NA,1990,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Crown ,NA,1964-70 ,N43MF ,N43MF ,
,TOYOTA ,Crown ,NA,1971-88 ,CMF65AL or 22F-520 ,N51 ,
,TOYOTA ,Echo ,NA,10/1999-10/2005 ,55B24RS ,NS60A ,
,TOYOTA ,Hi Ace Petrol ,NA,1974-08/1998 ,CMF65AR or 22FR-520 ,N50 ,
,TOYOTA ,Hi Ace Petrol Inc Commuter Bus ,NA,09/1998- ,75D23R or 55D23R ,75D23R or 55D23R ,
,TOYOTA ,Hi Ace Diesel ,NA,09/1998-09/2000 ,85D26R ,N52 ,
,TOYOTA ,Hi Ace Diesel ,NA,10/2000- ,105D31R ,N70ZZ ,
,TOYOTA ,Hi Lux Diesel ,NA,1984-11/1997 ,75D23R or 55D23R ,75D23R or 55D23R ,
,TOYOTA ,Hi Lux Diesel ,NA,12/1997-04/2005 ,105D31R ,N70ZZ ,
,TOYOTA ,Hi Lux Diesel ,NA,05/2005- ,105D31L ,N70ZZL ,
,TOYOTA ,Hi Lux Petrol 2.7L ,NA,1997-04/2005 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Hi Lux Petrol ,NA,1984-95 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA ,Hi Lux Petrol V6 ,NA,05/2005- ,85D26L ,N53 ,
,TOYOTA ,Kakadu ,NA,2009-12 ,105D31L ,N70ZZL ,
,TOYOTA ,Kluger ,NA,2004-12 ,85D26L ,N53 ,
,TOYOTA ,Landcruiser(HZJ 105 Series) ,NA,2000- ,105D31L ,N70ZZL ,
,TOYOTA ,Landcruiser Diesel ,NA,1974-95 ,105D31R ,N70ZZ ,
,TOYOTA ,Landcruiser Diesel 100 Series ,NA,03/1998-05/2001 ,105D31L ,N70ZZL ,
,TOYOTA ,Landcruiser (FZJ-105R Series ,NA,1999,85D26L ,N53 ,
,TOYOTA ,Landcruiser (HDJ-80R) Turbo Diesel ,NA,1991,85D26L ,N53 ,
,TOYOTA ,Landcruiser (HDJ-100R) Turbo Diesel (x2 Bat) ,NA,06/2001- ,105D31R or 105D31L ,N70ZZ OR N70ZZL ,
,TOYOTA ,Landcruiser 200 Series V8 Turbo Diesel (x2) ,NA,11/2007- ,105D31R or 105D31L ,N70ZZ OR N70ZZL ,
,TOYOTA ,Landcruiser 200 ,NA,2010- ,105D31L ,N70ZZL ,
,TOYOTA ,Landcruiser Petrol FJ45 ,NA,01/1979-12/1984 ,CMF65AR or 22FR-520 ,N50 ,
,TOYOTA ,Landcruiser Petrol F ,NA,1984-96 ,105D31R ,N70ZZ ,
,TOYOTA ,Landcruiser Petrol 100/105 Series ,NA,1997- ,105D31L ,N70ZZL ,
,TOYOTA (Cont'd) ,Landcruier Petrol V8 (UZJ100R) ,NA,03/1998- ,85D26L ,N53 ,
,TOYOTA (Cont'd) ,Landcruiser Prado ,NA,1996-2002 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA (Cont'd) ,Landcruiser Prado ,NA,2003- ,85D26L ,N53 ,
,TOYOTA (Cont'd) ,Landcruiser Prado Diesel ,NA,03/2000-02/2003 ,105D31R ,N70ZZ ,
,TOYOTA (Cont'd) ,Landcruiser Prado Diesel ,NA,03/2003- ,105D31L ,N70ZZL ,
,TOYOTA (Cont'd) ,Landcruiser 80 Series ,NA,1995-97 ,105D31L ,N70ZZL ,
,TOYOTA (Cont'd) ,Levin (Corolla) ,NA,1999,40B19L ,NS40L ,
,TOYOTA (Cont'd) ,Lexcen ,NA,1989-96 ,CMF65AR or 22FR-520 ,N50 ,
,TOYOTA (Cont'd) ,Lite Ace ,NA,1980-92 ,42B19LDF ,NS40ZA ,
,TOYOTA (Cont'd) ,MR2 ,NA,1987-12/1999 ,N43MF ,N43MF ,
,TOYOTA (Cont'd) ,MR2 ,NA,10/2000- ,55B24RS ,NS60AL ,
,TOYOTA (Cont'd) ,Paseo ,NA,1991-96 ,CMF65AR or 22FR-520 ,N50 ,
,TOYOTA (Cont'd) ,Paseo ,NA,1997- ,75D23R or 55D23R ,75D23R or 55D23R ,
,TOYOTA (Cont'd) ,Prado 4 Cyl + V6 ,NA,1996- ,85D26L ,N53 ,
,TOYOTA (Cont'd) ,Prado 3000 Turbo Diesel ,NA,2000- ,105D31L ,N70ZZL ,
,TOYOTA (Cont'd) ,Prius ,NA,11/2003-06/2009 ,55B24RS ,NS60AL / PS12550 ,
,TOYOTA (Cont'd) ,Prius / Prius Taxi Small Post ,NA,07/2009- ,55B24R ,NS60 / OPTIMA ,
,TOYOTA (Cont'd) ,Rav4 ,NA,1996-09/2003 ,55B24RS ,NS60A ,
,TOYOTA (Cont'd) ,Rav4 ,NA,10/2003-01/2006 ,75D23R or 55D23R ,75D23R or 55D23R ,
,TOYOTA (Cont'd) ,Rav4 ,NA,02/2006- ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA (Cont'd) ,Rav 4 CV6 ,NA,10/2007- ,85D26L ,N53 ,
,TOYOTA (Cont'd) ,Rukus ,NA,05/2010- ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA (Cont'd) ,Sahara ,NA,2003-2011 ,105D31L ,N70ZZL ,
,TOYOTA (Cont'd) ,Sahara V8 Diesel ,NA,2011-12 ,105D31L ,2 X N70ZZL ,
,TOYOTA (Cont'd) ,Spacia Van 2.0 Ltr ,NA,1995-96 ,CMF65AR or 22FR-520 ,N50 ,
,TOYOTA (Cont'd) ,Spacia Van 2.0 Ltr ,NA,1996-98 ,40B19R ,NS40 ,
,TOYOTA (Cont'd) ,Soarer ,NA,1992- ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA (Cont'd) ,Sprinter ,NA,1983-87 ,CMF65AL or 22F-520 ,N51 ,
,TOYOTA (Cont'd) ,SR5 (140 Series diesel) ,NA,1999,105D31R ,N70ZZ ,
,TOYOTA (Cont'd) ,SR-5 Turbo Diesel - 140 Series ,NA,1999,105D31R ,N70ZZ ,
,TOYOTA (Cont'd) ,Starlet ,NA,1996-06/1997 ,42B19LDF ,NS40ZA ,
,TOYOTA (Cont'd) ,Starlet ,NA,07/1997-10/1999 ,55B24RS ,NS60A ,
,TOYOTA (Cont'd) ,Supra ,NA,1983-87 ,N43MF ,N43MF ,
,TOYOTA (Cont'd) ,Supra ,NA,1988-92 ,CMF65AL or 22F-520 ,N51 ,
,TOYOTA (Cont'd) ,Surf Petrol (2 Batteries) ,NA,1990- ,85D26R/85D26L ,N52 / N53 ,
,TOYOTA (Cont'd) ,Surf Diesel (2 Batteries) ,NA,1990- ,105D31R or 105D31L ,N70ZZ OR N70ZZL ,
,TOYOTA (Cont'd) ,Tarago ,NA,1983-87 ,42B19LDF ,NS40ZA ,
,TOYOTA (Cont'd) ,Tarago ,NA,1988-05/2000 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA (Cont'd) ,Tarago ,NA,06/2000-05/2003 ,55B24RS ,NS60AL ,
,TOYOTA (Cont'd) ,Tarago ,NA,06/2003- ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA (Cont'd) ,Tercel ,NA,11/1983-04/1988 ,N43MF ,N43MF ,
,TOYOTA (Cont'd) ,Town Ace SBV ,NA,1997- ,40B19R ,NS40 ,
,TOYOTA (Cont'd) ,Ultima (Corolla) ,NA,2000,40B19L ,NS40L ,
,TOYOTA (Cont'd) ,Vienta ,NA,10/1995-10/2000 ,75D23L or 55D23L ,75D23L or 55D23L ,
,TOYOTA (Cont'd) ,Yaris ,NA,11/2005- ,55B24RS ,NS60AL ,
,TRIUMPH ,2500S/TC ,NA,1971-76 ,N43MF ,N43MF ,
,TRIUMPH ,Dolomite / Sprite ,NA,1975-78 ,N43MF ,N43MF ,
,TRIUMPH ,Herald All Models ,NA,1959-75 ,CMF65AR or 22FR-520 ,N50 ,
,TRIUMPH ,Spitfire All Models ,NA,1959-75 ,CMF65AR or 22FR-520 ,N50 ,
,TRIUMPH ,Stag ,NA,1973-78 ,CMF65AR or 22FR-520 ,N50 ,
,TRIUMPH ,TR2 to TR7 ,NA,1954-82 ,CMF65AR or 22FR-520 ,N50 ,
,TRIUMPH ,Triumph 2000 All Models ,NA,1975-78 ,N43MF ,N43MF ,
,VOLKSWAGEN ,1300 12 Volt ,NA,1969-70 ,54316 / 55457 ,N44 / N55 ,
,VOLKSWAGEN ,1300 6 Volt ,NA,1963-69 ,,N03 ,
,VOLKSWAGEN ,1500 12 Volt ,NA,1969-70 ,54316 / 55457 ,N44 / N55 ,
,VOLKSWAGEN ,1500 6 Volt ,NA,1963-69 ,,N03 ,
,VOLKSWAGEN ,1600 12 Volt ,NA,1969-70 ,54316 / 55457 ,N44 / N55 ,
,VOLKSWAGEN ,1600 6 Volt ,NA,1963-69 ,,N03 ,
,VOLKSWAGEN ,9C ,NA,1999,54316 / 55457 ,N44 / N55 ,
,VOLKSWAGEN ,Amarok TDI ,NA,02/2001- ,60038,DIN100 ,
,VOLKSWAGEN ,Beetle Petrol ,NA,01/2000-09/2005 ,55457,N55 ,
,VOLKSWAGEN ,Beetle Petrol ,NA,10/2005- ,56219,N55H ,
,VOLKSWAGEN (Cont'd) ,Beetle TDI Diesel ,NA,10/2005- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Bora ( 4 & 5 Cyl) ,NA,2000,56219,N55H ,
,VOLKSWAGEN (Cont'd) ,Bora V5 ,NA,2002- ,55457,N55 ,
,VOLKSWAGEN (Cont'd) ,Caddy ,NA,02/2005-11/2010 ,56318,N66 ,
,VOLKSWAGEN (Cont'd) ,Caddy ,NA,12/2010- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Caravelle ,NA,1982-87 ,54316 / 55457 ,N44 / N55 ,
,VOLKSWAGEN (Cont'd) ,Caravelle ,NA,1988-97 ,55457,N55 ,
,VOLKSWAGEN (Cont'd) ,Caravelle (see transporter) ,NA,2001- ,56318,N66 ,
,VOLKSWAGEN (Cont'd) ,Caravelle 2.5 Ltr ,NA,1998,55457 / 56318 ,N55 / N66 ,
,VOLKSWAGEN (Cont'd) ,Crafter ,NA,03/2007- ,57412,N66H / DIN100 ,
,VOLKSWAGEN (Cont'd) ,EOS Convertible ,NA,03/2007- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Golf ,NA,2002- ,55457,N55 ,
,VOLKSWAGEN (Cont'd) ,Golf GT ,NA,05/2007- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Golf Generation ,NA,06/2003-07/2004 ,56219,N55H ,
,VOLKSWAGEN (Cont'd) ,Golf GTi ,NA,05/2005-09/2009 ,56219,N55H ,
,VOLKSWAGEN (Cont'd) ,Golf GTi ,NA,10/2009- ,56219,N55H ,
,VOLKSWAGEN (Cont'd) ,Golf R ,NA,06/2010- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Golf TDi ,NA,08/2004- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Golf TSi ,NA,03/2009-01/2010 ,56219,N55H ,
,VOLKSWAGEN (Cont'd) ,Golf TSi ,NA,02/2010- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Golf Diesel ,NA,1978-82 ,56219 / 56318 ,N55 / N66 ,
,VOLKSWAGEN (Cont'd) ,Golf Petrol ,NA,1975-82 ,54316 / 55457 ,N44 / N55 ,
,VOLKSWAGEN (Cont'd) ,Golf Petrol ,NA,1990-12/2002 ,56219 / 56318 ,N55 / N66 ,
,VOLKSWAGEN (Cont'd) ,Jetta ,NA,02/2006- ,56318,N66 ,
,VOLKSWAGEN (Cont'd) ,Karmann Ghia 6 Volt ,NA,1960-1970 ,,N03 ,
,VOLKSWAGEN (Cont'd) ,Karmann Ghia 12 Volt ,NA,1960-1970 ,54316,N44 ,
,VOLKSWAGEN (Cont'd) ,Kombi ,NA,1974-87 ,CMF65AL or 22F-520 ,N51 ,
,VOLKSWAGEN (Cont'd) ,Micro Bus ,NA,1974-83 ,CMF65AL or 22F-520 ,N51 ,
,VOLKSWAGEN (Cont'd) ,Passat Turbo 3B Series ,NA,03/1998-04/2001 ,54316 / 55457 ,N44 / N55 ,
,VOLKSWAGEN (Cont'd) ,Passat Diesel ,NA,1975-83 ,55457,N55 ,
,VOLKSWAGEN (Cont'd) ,Passat Petrol ,NA,1974-78 ,54316 / 55457 ,N44 / N55 ,
,VOLKSWAGEN (Cont'd) ,Passat 1.8T ,NA,05/2001-10/2002 ,58014,N75 ,
,VOLKSWAGEN (Cont'd) ,Passat V6 ,NA,05/2001-07/2004 ,58014,N75 ,
,VOLKSWAGEN (Cont'd) ,Passat CC ,NA,02/2009- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Passat GL & VR6 ,NA,1997,55457,N55 ,
,VOLKSWAGEN (Cont'd) ,Passat Fsi Turbo ,NA,04/2006- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Passat Diesel ,NA,08/2009- ,57412,N66H ,
,VOLKSWAGEN (Cont'd) ,Polo ,NA,1997,55457,N55 ,
,VOLKSWAGEN (Cont'd) ,Polo 1.4 Petrol ,NA,11/2010- ,55066,N36HMF ,
,VOLKSWAGEN (Cont'd) ,Polo 1.9 TDi Diesel ,NA,11/2005- ,56219,N55H ,
,VOLKSWAGEN (Cont'd) ,Polo Tsi ,NA,05/2010- ,55066,N36HMF ,
,VOLKSWAGEN (Cont'd) ,Transporter ,NA,1997,55457 / 56318 ,N55 / N66 ,
,VOLKSWAGEN (Cont'd) ,Transporter ,NA,1997/2003 ,55457,N55 ,
,VOLKSWAGEN (Cont'd) ,Transporter 1.9 2.0 2.5 DUAL WB ,NA,2004,56318,N66 ,
,VOLKSWAGEN (Cont'd) ,Transporter ,NA,2004/2005 ,58014,N75 ,
,VOLKSWAGEN (Cont'd) ,Tiguan ,NA,08/2008- ,56219,N55H ,
,VOLKSWAGEN (Cont'd) ,VR6 ,NA,1999- ,55457,N55 ,
,VOLKSWAGEN (Cont'd) ,SOME MODELS (STOP START) ,NA,2010- ,,AGM ONLY ,
,VOLKSWAGEN (Cont'd) ,Touareg 7la Diesel ,NA,2004-2006 ,LN5 ,AGM95 ,
,VOLKSWAGEN (Cont'd) ,Touareg 7l6 Diesel ,NA,2006-2008 ,LN5 ,AGM95 ,
,VOLVO ,142,NA,1967-75 ,CMF65AR or 22FR-520 ,N50 ,
,VOLVO ,144,NA,1967-75 ,CMF65AR or 22FR-520 ,N50 ,
,VOLVO ,145,NA,1967-75 ,CMF65AR or 22FR-520 ,N50 ,
,VOLVO ,164,NA,1967-75 ,CMF65AR or 22FR-520 ,N50 ,
,VOLVO ,240,NA,1975-86 ,85D26R ,N52 ,
,VOLVO ,240,NA,1986-91 ,56318,N66 ,
,VOLVO ,242,NA,1975-86 ,85D26R ,N52 ,
,VOLVO ,242,NA,1986-91 ,56318,N66 ,
,VOLVO ,244,NA,1975-86 ,85D26R ,N52 ,
,VOLVO ,244,NA,1986-91 ,56318,N66 ,
,VOLVO ,245,NA,1975-86 ,85D26R ,N52 ,
,VOLVO ,245,NA,1986-91 ,56318,N66 ,
,VOLVO ,1800,NA,1962-73 ,CMF65AR or 22FR-520 ,N50 ,
,VOLVO ,260 Series ,NA,1975-86 ,85D26R ,N52 ,
,VOLVO (Cont'd) ,360 Series ,NA,1984-87 ,54316,N44 ,
,VOLVO (Cont'd) ,440 Series ,NA,1993-95 ,55457,N55 ,
,VOLVO (Cont'd) ,740 Series ,NA,1985-91 ,55457 / 56318 ,N55 / N66 ,
,VOLVO (Cont'd) ,760 Series ,NA,1983-91 ,56318,N66 ,
,VOLVO (Cont'd) ,850 Series ,NA,1992-97 ,55457 / 56318 ,N55 / N66 ,
,VOLVO (Cont'd) ,940 Series ,NA,1991-92 ,55457 / 56318 ,N55 / N ,
,N94 Heavy Duty Truck Battery,N94 Long Life Conventional Truck Battery,NA,NA,CMF64317,,
,New Start Stop Car,Deep Cycle Start Stop Engine,,,EFB60 / EFB80,EFB70,
,Marine Battery,Marine ,NA,NA,MR24,MR31,
